,proyecto,entidad,sectorial,P2017,C2017,D2017,P2018,C2018,D2018,P2019,C2019,D2019,P2020,C2020,D2020,P2021,C2021,D2021,text
73,   adquisicion de predio campus progreso,  universidad agraria del ecuador,  sectorial educacion,0.0,0.0,0.0,0.0,258611.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad agraria del ecuador   adquisicion de predio campus progreso  sectorial educacion
74,   adquisicion de predios para infraestructuras pesqueras artesanales,  servicio de gestion inmobiliaria del sector publico inmobiliar,  sectorial administrativo,0.0,132660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio de gestion inmobiliaria del sector publico inmobiliar   adquisicion de predios para infraestructuras pesqueras artesanales  sectorial administrativo
75,   adquisicion de predios para la construccion y reactivacion productiva,  servicio de gestion inmobiliaria del sector publico inmobiliar,  sectorial administrativo,1004084.5,3565837.6499999994,1004084.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio de gestion inmobiliaria del sector publico inmobiliar   adquisicion de predios para la construccion y reactivacion productiva  sectorial administrativo
76,   adquisicion de un buque polar hidrografico oceanografico para el desarrollo de la investigacion oceanica en esp,  instituto oceanografico y antartico de la armada,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193946880.0,0.0,  instituto oceanografico y antartico de la armada   adquisicion de un buque polar hidrografico oceanografico para el desarrollo de la investigacion oceanica en esp  sectorial defensa nacional
77,   adquisicion e implementacion del equipo complementario del laboratorio de quimica del departamento de ciencias e,  universidad de las fuerzas armadas espe,  sectorial educacion,0.0,0.0,0.0,0.0,4060439.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad de las fuerzas armadas espe   adquisicion e implementacion del equipo complementario del laboratorio de quimica del departamento de ciencias e  sectorial educacion
78,   adquisicion helicopteros fuerza aerea fae,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,9940800.0,0.0,0.0,7096321.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicion helicopteros fuerza aerea fae  sectorial defensa nacional
79,   adquisicion operacion y mantenimiento de un sistema academico software para mejorar el acceso a la informacion d,  universidad estatal del sur de manabi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632132.67,0.0,229004.72,1117074.21,230404.72,  universidad estatal del sur de manabi   adquisicion operacion y mantenimiento de un sistema academico software para mejorar el acceso a la informacion d  sectorial educacion
80,   adquisicion y mantenimiento del equipo tractivo y remolcado de ferrocarriles del ecuador  empresa publica,  ingresos y transferencias,  tesoro nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   adquisicion y mantenimiento del equipo tractivo y remolcado de ferrocarriles del ecuador  empresa publica  tesoro nacional
81,   agenda de transformacion productiva amazonica a re,  ministerio de agricultura y ganaderia,  sectorial agropecuario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8033771.009999999,44076466.29,8450009.13,0.0,0.0,0.0,  ministerio de agricultura y ganaderia   agenda de transformacion productiva amazonica a re  sectorial agropecuario
82,   agenda de transformacion productiva amazonica reconversion agroproductiva sostenible en la amazonia ecuatoria,  ministerio de agricultura y ganaderia,  sectorial agropecuario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9577575.08,55188612.84,9786961.459999999,  ministerio de agricultura y ganaderia   agenda de transformacion productiva amazonica reconversion agroproductiva sostenible en la amazonia ecuatoria  sectorial agropecuario
83,   agenda de transformacion productiva amazonicaestrategia integral de reconversion ganadera en la amazonia,  ministerio de agricultura y ganaderia,  sectorial agropecuario,11831603.569999998,20505051.71,11930342.839999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de agricultura y ganaderia   agenda de transformacion productiva amazonicaestrategia integral de reconversion ganadera en la amazonia  sectorial agropecuario
84,   agenda de transformacion productiva amazonicareconversion agroproductiva sostenible en la amazonia ecuatoriana,  ministerio de agricultura y ganaderia,  sectorial agropecuario,0.0,0.0,0.0,9788852.2,19516635.949999996,10291308.65,8985239.469999999,19650208.52,9158310.07,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de agricultura y ganaderia   agenda de transformacion productiva amazonicareconversion agroproductiva sostenible en la amazonia ecuatoriana  sectorial agropecuario
85,   agenda regulatoria para la transformacion productiva,  secretaria nacional de planificacion y desarrollo  senplades,  sectorial administrativo,0.0,1692.8,1692.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional de planificacion y desarrollo  senplades   agenda regulatoria para la transformacion productiva  sectorial administrativo
86,   agentes patogenos comunes asociados con enfermedad,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13583.05,115875.5,15821.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   agentes patogenos comunes asociados con enfermedad  sectorial educacion
87,   agentes patogenos comunes asociados con enfermedad diarreica aguda en escolares de  a  anos comunas de santa,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,24335.62,40000.0,24974.37,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   agentes patogenos comunes asociados con enfermedad diarreica aguda en escolares de  a  anos comunas de santa  sectorial educacion
88,   agentes patogenos comunes asociados con enfermedad diarreica aguda en escolares de  a  anos. comunas de santa,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48608.0,0.0,  universidad estatal peninsula de santa elena   agentes patogenos comunes asociados con enfermedad diarreica aguda en escolares de  a  anos. comunas de santa  sectorial educacion
89,   agua potable y saneamiento rural,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   agua potable y saneamiento rural  sectorial comunicaciones
90,   agua potable y saneamiento rural,  ministerio del ambiente agua y transicion ecologica,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11199178.409999998,0.0,  ministerio del ambiente agua y transicion ecologica   agua potable y saneamiento rural  sectorial ambiente
91,   agua potable y saneamiento rural,  ministerio del ambiente y agua,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4582490.4,0.0,0.0,0.0,0.0,  ministerio del ambiente y agua   agua potable y saneamiento rural  sectorial ambiente
92,   agua potable y saneamiento rural,  secretaria nacional del agua,  sectorial recursos naturales,217042.49,15544681.580000002,221037.4,1869449.5299999998,9568398.86,2286062.3,4727542.2299999995,15027562.420000002,4727542.2299999995,0.0,6299598.239999999,0.0,0.0,0.0,0.0,  secretaria nacional del agua   agua potable y saneamiento rural  sectorial recursos naturales
93,   agua potable y saneamiento rural,  servicio de contratacion de obras  secob,  sectorial desarrollo urbano y vivienda,766395.56,5238909.54,878441.6900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio de contratacion de obras  secob   agua potable y saneamiento rural  sectorial desarrollo urbano y vivienda
94,   agua y saneamiento en comunidades rurales y pequea`,  secretaria nacional del agua,  sectorial recursos naturales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675434.0,26204847.769999992,676000.42,0.0,0.0,0.0,  secretaria nacional del agua   agua y saneamiento en comunidades rurales y pequea`  sectorial recursos naturales
95,   agua y saneamiento en comunidades rurales y pequenos,  secretaria nacional del agua,  sectorial recursos naturales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74141.71,0.0,  secretaria nacional del agua   agua y saneamiento en comunidades rurales y pequenos  sectorial recursos naturales
96,   agua y saneamiento en comunidades rurales y pequenos municipios,  ministerio del ambiente agua y transicion ecologica,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866586.1400000001,46497297.6,924437.8600000001,  ministerio del ambiente agua y transicion ecologica   agua y saneamiento en comunidades rurales y pequenos municipios  sectorial ambiente
97,   agua y saneamiento en comunidades rurales y pequenos municipios,  secretaria nacional del agua,  sectorial recursos naturales,5146332.42,105733233.48,6020604.38,9546210.05,102892261.70000002,9954660.48,1878921.5700000003,116713903.04999998,1884925.91,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional del agua   agua y saneamiento en comunidades rurales y pequenos municipios  sectorial recursos naturales
98,   agua y saneamiento en comunidades rurales y pequeos municipios,  ministerio del ambiente y agua,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168391.64,28332652.560000002,177590.08000000002,0.0,0.0,0.0,  ministerio del ambiente y agua   agua y saneamiento en comunidades rurales y pequeos municipios  sectorial ambiente
99,   alcance del estado en la prestacion de servicios y provision de bienes publicos,  secretaria nacional de planificacion y desarrollo  senplades,  sectorial administrativo,585727.8400000001,877530.31,585727.8400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional de planificacion y desarrollo  senplades   alcance del estado en la prestacion de servicios y provision de bienes publicos  sectorial administrativo
100,   alimentacion para personas privadas de la libertad y adolecentes infractores,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,138626745.9,445914537.2600001,138626745.9,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores   alimentacion para personas privadas de la libertad y adolecentes infractores  sectorial asuntos internos
101,   alternativas ecoturisticas en la hacienda de salac,  universidad tecnica de cotopaxi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31434.920000000002,0.0,0.0,0.0,0.0,  universidad tecnica de cotopaxi   alternativas ecoturisticas en la hacienda de salac  sectorial educacion
102,   alternativas ecoturisticas en la hacienda de salache de la utc,  universidad tecnica de cotopaxi,  sectorial educacion,0.0,0.0,0.0,2449.8,4899.62,2449.8,12820.64,73270.07999999999,12820.64,0.0,0.0,0.0,3585.2,14261.550000000001,3585.2,  universidad tecnica de cotopaxi   alternativas ecoturisticas en la hacienda de salache de la utc  sectorial educacion
103,   alternativas para la fertilizacion y nutricion en fincas organicas certificadas caso cacao y platano,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.64,999.64,499.64,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   alternativas para la fertilizacion y nutricion en fincas organicas certificadas caso cacao y platano  sectorial educacion
104,   amenazas de la contaminacion por metales pesados y,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26480.08,239232.2,26480.08,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   amenazas de la contaminacion por metales pesados y  sectorial educacion
105,   amenazas de la contaminacion por metales pesados y plasticos en la cadena trofica marina de cinco provincias cos,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,55316.44,125103.99999999997,55316.44,0.0,0.0,0.0,0.0,30239.6,0.0,  universidad estatal peninsula de santa elena   amenazas de la contaminacion por metales pesados y plasticos en la cadena trofica marina de cinco provincias cos  sectorial educacion
106,   ampliacian de capacidades de las personas con disc,  ministerio de inclusion economica y social,  sectorial bienestar social,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20544115.79,86575373.03,27680091.319999997,0.0,0.0,0.0,  ministerio de inclusion economica y social   ampliacian de capacidades de las personas con disc  sectorial bienestar social
107,   ampliacion   reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de . kms de,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,707341.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   ampliacion   reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de . kms de  sectorial  comunicaciones
108,   ampliacion   reconstruccion y fiscalizacion de la via: rodeo  rocafuerte,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,45800.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   ampliacion   reconstruccion y fiscalizacion de la via: rodeo  rocafuerte  sectorial  comunicaciones
109,   ampliacion  reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de   kms de,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,3553635.49,9432987.22,3727279.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   ampliacion  reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de   kms de  sectorial  comunicaciones
110,   ampliacion  reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de . kms de longitud  ubicado en la provincia de manabi,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,2484793.73,7065838.66,3097656.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   ampliacion  reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de . kms de longitud  ubicado en la provincia de manabi  sectorial  comunicaciones
111,   ampliacion  reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de . kms de longitud  ubicado en la provincia de manabi,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,1617583.9900000002,6367366.710000001,2098944.3200000003,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   ampliacion  reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de . kms de longitud  ubicado en la provincia de manabi  sectorial comunicaciones
112,   ampliacion  reconstruccion y fiscalizacion de la via: rodeo  rocafuerte,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,83501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   ampliacion  reconstruccion y fiscalizacion de la via: rodeo  rocafuerte  sectorial  comunicaciones
