,target,sdg,text
999,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente en la carretera jivino verde shushufindi santa fe de mts incremento de infraestructura del transporte vial
1000,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del anillo vial de pedernales incremento de infraestructura del transporte vial
1001,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas el tambo ingapircahonorato vazquezcanar km incremento de infraestructura del transporte vial
1002,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente qda san carlos longitud ubicado en la via alausi huigra el triunfo incremento de infraestructura del transporte vial
1003,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios enlace carretera el saladotarqui incremento de infraestructura del transporte vial
1004,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminos de referencia para contratar los estudios de factibilidad impacto ambiental e ingenieria definitivos de la carretera mitad del mundocalacalila independencia incremento de infraestructura del transporte vial
1005,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y fiscalizacion del paso lateral de guaranda y ambato incremento de infraestructura del transporte vial
1006,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de la c naranjal rio siete de km incremento de infraestructura del transporte vial
1007,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion y mejoramiento de la avenida de abril de la ciudad de azogues incremento de infraestructura del transporte vial
1008,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas proyecto de fortalecimiento institucional incremento de infraestructura del transporte vial
1009,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la autopista quevedo babahoyo jujan y paso lateral de jujan incremento de infraestructura del transporte vial
1010,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion mejoramiento ampliacion a cuatro carriles y mantenimiento rutinario por dos anos del proyecto naranjal ? rio siete ubicado en la provincia del guayas incremento de infraestructura del transporte vial
1011,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la rectificacion y mejoramiento de la carretera joya de los sachasunion milagrenasan antonioyamanunca de km ubicada en las provincias de orellana y sucumbios incremento de infraestructura del transporte vial
1012,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la autopista santo domingo quevedo incluye anillo vial de santo domingo incremento de infraestructura del transporte vial
1013,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio el eno de mtrs de largo ubicado en la via shushufindi la primavera incremento de infraestructura del transporte vial
1014,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la reconstrucccion y mejoramiento de la carretera julio andradeel carmeloel playonsanta barbarala bonitael palmar incluye santa barbarael carmelo incremento de infraestructura del transporte vial
1015,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la carretera ?y? del enano pasaje incremento de infraestructura del transporte vial
1016,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del punto integrado chacras incremento de infraestructura del transporte vial
1017,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente qda panama longitud ubicado en la via alausi huigra el triunfo incremento de infraestructura del transporte vial
1018,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la carretera santo domingo de agosto incremento de infraestructura del transporte vial
1019,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y ampliacion de la carretera bricenola unionsan isidro de kms de longitud ubicado en la provincia de manabi incremento de infraestructura del transporte vial
1020,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rioquindigua y accesos ubicados en el canton valencia provincia de los rios incremento de infraestructura del transporte vial
1021,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio lulo y accesos ubicados en el canton valencia provincia de los rios incremento de infraestructura del transporte vial
1022,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y asfaltado de las calles de tulcan y la parroquia urbana de julio andrade ubicadas en el canton tulcan provincia de carchi incremento de infraestructura del transporte vial
1023,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion rehabilitacion y mantenimiento de la c vilcabambabellavistazumbala balsa tramo bellavistazumbala balsa y construccion de los puentes km rio isimanchi rio zumbayacu y ubicado en la provincia de zamora chinchipe incremento de infraestructura del transporte vial
1024,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la autopista manta san sebastian ubicada en la provincia de manabi incremento de infraestructura del transporte vial
1025,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados inmediato de las vias jivino verde shushufindi puerto itaya shushufindila primavera aguarico incremento de infraestructura del transporte vial
1026,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para el diseno y construccion del edificio de la direccion provincial de el oro incremento de infraestructura del transporte vial
1027,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento por dos anos de la via entrada a pambilarla crespaflavio alfaro tr y tr incremento de infraestructura del transporte vial
1028,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mejoramiento de la carretera maldonado chical penas blancas san marcos l km incremento de infraestructura del transporte vial
1029,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas distribuidor de trafico en la via jipijapa portoviejo y via puerto cayo ubicada en la provincia de manabi de una longitud de m incremento de infraestructura del transporte vial
1030,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera salinas engunga tramo salinaspunta carnero punta carnero chanduy chanduy engunga punta carnero ubicado en la provincia de santa elena incremento de infraestructura del transporte vial
1031,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminacion y mantenimiento de la carretera quiroga pichincha tramo km incluido puente carrizal de km incremento de infraestructura del transporte vial
1032,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas desarrollo tecnico en planificacion vial incremento de infraestructura del transporte vial
1033,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de dos pasos peatonales ubicados en la via guayaquil daule provincia del guayas incremento de infraestructura del transporte vial
1034,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion c cumbe ona tramo cumbe la jarata de km incremento de infraestructura del transporte vial
1035,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y fiscalizacion del puente sobre el rio pajan en la poblacion de guale ubicado en la provincia de manabi incremento de infraestructura del transporte vial
1036,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos de los pasos laterales en los recintos nuevo israel y las delicias en la carretera santo domingo el carmen ubicado en la provincia de santo domingo de los tsachilas incremento de infraestructura del transporte vial
1037,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mejoramiento de las calles de julio macara santa cruz santa maria loja colon ferrer contero alcala azogues vasquez de avila manabi benjamin carrion pio jaramillo alvarado chiriboga y cofanes de km de longitud ubicada en la provincia de sucumbios incremento de infraestructura del transporte vial
1038,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos de la carretera de enlace del sitio pajonal con la ruta e en el tramo san clemente bahia de caraquez long km en la provincia de manabi incremento de infraestructura del transporte vial
1039,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas senalizacion turistica incremento de infraestructura del transporte vial
1040,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de los sitios inestables y evaluacion del pavimento de la via matrama mazar ubicada en la provincia del canar incremento de infraestructura del transporte vial
1041,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio chota y sus accesos viales ubicado aproximadamente en el km de la panamericana norte en el sector tumbatu canton bolivar provincia del carchi incremento de infraestructura del transporte vial
1042,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos para la ampliacin a carriles de la carretera nueva loja jivino verde shushufindi puerto itaya de km de logitud ubicado en el canton shuhsufindi provincia sucumbios incremento de infraestructura del transporte vial
